"stay_date","lead_time","pickup","otb_rooms"
2016-09-11,151,1,15
2016-09-11,51,1,16
2016-09-11,34,3,19
2016-09-11,26,1,20
2016-09-11,18,1,21
2016-09-11,15,1,22
2016-09-11,13,1,23
2016-09-11,12,1,24
2016-09-11,10,1,25
2016-09-11,9,2,27
2016-09-11,8,1,28
2016-09-11,7,4,32
2016-09-11,0,1,33
2016-09-12,422,2,2
2016-09-12,390,2,4
2016-09-12,327,1,5
2016-09-12,326,1,6
2016-09-12,245,2,8
2016-09-12,244,1,9
2016-09-12,236,1,10
2016-09-12,234,1,11
2016-09-12,115,1,12
2016-09-12,89,1,13
2016-09-12,71,2,15
2016-09-12,63,1,16
2016-09-12,53,1,17
2016-09-12,36,1,18
2016-09-12,32,4,22
2016-09-12,31,1,23
2016-09-12,30,2,25
2016-09-12,29,1,26
2016-09-12,28,3,29
2016-09-12,26,1,30
2016-09-12,20,1,31
2016-09-12,19,1,32
2016-09-12,12,1,33
2016-09-12,6,1,34
2016-09-12,5,1,35
2016-09-12,4,2,37
2016-09-12,3,1,38
2016-09-12,1,1,39
2016-09-13,356,1,1
2016-09-13,334,2,3
2016-09-13,298,1,4
2016-09-13,251,4,8
2016-09-13,174,1,9
2016-09-13,154,1,10
2016-09-13,109,1,11
2016-09-13,52,3,14
2016-09-13,12,1,15
2016-09-13,10,3,18
2016-09-13,9,1,19
2016-09-13,8,1,20
2016-09-13,7,3,23
2016-09-13,4,1,24
2016-09-13,2,1,25
2016-09-13,0,5,30
2016-09-14,335,7,7
2016-09-14,327,12,19
2016-09-14,251,1,20
2016-09-14,247,1,21
2016-09-14,229,1,22
2016-09-14,225,2,24
2016-09-14,183,1,25
2016-09-14,100,1,26
2016-09-14,84,1,27
2016-09-14,20,1,28
2016-09-14,5,2,30
2016-09-14,2,1,31
2016-09-14,1,1,32
2016-09-14,0,3,35
2016-09-15,370,1,1
2016-09-15,336,63,64
2016-09-15,280,3,67
2016-09-15,253,1,68
2016-09-15,251,1,69
2016-09-15,237,6,75
2016-09-15,145,1,76
2016-09-15,59,1,77
2016-09-15,33,1,78
2016-09-15,8,1,79
2016-09-16,394,1,1
2016-09-16,363,1,2
2016-09-16,350,1,3
2016-09-16,338,1,4
2016-09-16,265,1,5
2016-09-16,244,1,6
2016-09-16,226,1,7
2016-09-16,213,1,8
2016-09-16,172,1,9
2016-09-16,126,1,10
2016-09-16,72,1,11
2016-09-16,27,2,13
2016-09-16,20,1,14
2016-09-16,5,1,15
2016-09-16,4,1,16
2016-09-16,1,4,20
2016-09-17,303,1,1
2016-09-17,255,1,2
2016-09-17,250,1,3
2016-09-17,247,1,4
2016-09-17,245,2,6
2016-09-17,214,1,7
2016-09-17,204,1,8
2016-09-17,178,1,9
2016-09-17,174,1,10
2016-09-17,109,1,11
2016-09-17,90,1,12
2016-09-17,66,1,13
2016-09-17,61,1,14
2016-09-17,55,1,15
2016-09-17,51,3,18
2016-09-17,35,1,19
2016-09-17,16,1,20
2016-09-17,4,1,21
2016-09-17,2,1,22
2016-09-17,0,1,23
2016-09-18,376,3,3
2016-09-18,375,1,4
2016-09-18,342,1,5
2016-09-18,339,1,6
2016-09-18,278,1,7
2016-09-18,253,1,8
2016-09-18,246,1,9
2016-09-18,243,1,10
2016-09-18,242,1,11
2016-09-18,240,2,13
2016-09-18,239,1,14
2016-09-18,235,1,15
2016-09-18,233,2,17
2016-09-18,157,1,18
2016-09-18,156,1,19
2016-09-18,152,1,20
2016-09-18,148,1,21
2016-09-18,96,1,22
2016-09-18,78,1,23
2016-09-18,77,1,24
2016-09-18,76,1,25
2016-09-18,67,1,26
2016-09-18,59,1,27
2016-09-18,58,1,28
2016-09-18,54,2,30
2016-09-18,48,2,32
2016-09-18,47,1,33
2016-09-18,46,2,35
2016-09-18,45,1,36
2016-09-18,42,1,37
2016-09-18,41,2,39
2016-09-18,39,1,40
2016-09-18,35,1,41
2016-09-18,11,1,42
2016-09-18,10,1,43
2016-09-18,9,15,58
2016-09-18,0,2,60
2016-09-19,297,2,2
2016-09-19,250,1,3
2016-09-19,247,2,5
2016-09-19,243,4,9
2016-09-19,241,2,11
2016-09-19,238,1,12
2016-09-19,234,1,13
2016-09-19,214,1,14
2016-09-19,203,1,15
2016-09-19,199,1,16
2016-09-19,192,3,19
2016-09-19,171,1,20
2016-09-19,170,1,21
2016-09-19,160,1,22
2016-09-19,147,1,23
2016-09-19,144,1,24
2016-09-19,136,1,25
2016-09-19,132,2,27
2016-09-19,131,1,28
2016-09-19,112,1,29
2016-09-19,102,1,30
2016-09-19,77,1,31
2016-09-19,55,1,32
2016-09-19,49,1,33
2016-09-19,40,1,34
2016-09-19,30,1,35
2016-09-19,29,1,36
2016-09-19,19,1,37
2016-09-19,15,1,38
2016-09-19,12,2,40
2016-09-19,9,1,41
2016-09-19,8,1,42
2016-09-19,7,2,44
2016-09-19,6,1,45
2016-09-19,5,3,48
2016-09-19,3,1,49
2016-09-19,1,1,50
2016-09-19,0,2,52
2016-09-20,328,3,3
2016-09-20,285,17,20
2016-09-20,280,1,21
2016-09-20,246,1,22
2016-09-20,223,1,23
2016-09-20,217,2,25
2016-09-20,203,1,26
2016-09-20,174,5,31
2016-09-20,168,2,33
2016-09-20,159,2,35
2016-09-20,155,1,36
2016-09-20,141,2,38
2016-09-20,127,1,39
2016-09-20,10,1,40
2016-09-20,9,1,41
2016-09-20,8,1,42
2016-09-20,6,3,45
2016-09-20,1,5,50
2016-09-20,0,1,51
2016-09-21,397,16,16
2016-09-21,343,15,31
2016-09-21,329,1,32
2016-09-21,286,1,33
2016-09-21,217,1,34
2016-09-21,196,1,35
2016-09-21,156,2,37
2016-09-21,48,1,38
2016-09-21,19,1,39
2016-09-21,15,1,40
2016-09-21,9,1,41
2016-09-21,0,1,42
2016-09-22,271,1,1
2016-09-22,255,1,2
2016-09-22,238,2,4
2016-09-22,233,1,5
2016-09-22,232,1,6
2016-09-22,195,6,12
2016-09-22,191,1,13
2016-09-22,172,2,15
2016-09-22,18,1,16
2016-09-22,16,1,17
2016-09-22,12,1,18
2016-09-22,1,2,20
2016-09-22,0,1,21
2016-09-23,338,1,1
2016-09-23,305,1,2
2016-09-23,252,1,3
2016-09-23,248,4,7
2016-09-23,221,1,8
2016-09-23,186,3,11
2016-09-23,177,1,12
2016-09-23,165,1,13
2016-09-23,53,1,14
2016-09-23,45,1,15
2016-09-23,40,1,16
2016-09-23,24,2,18
2016-09-23,20,1,19
2016-09-23,13,2,21
2016-09-23,8,2,23
2016-09-23,5,1,24
2016-09-23,4,1,25
2016-09-23,1,1,26
2016-09-24,296,1,1
2016-09-24,236,1,2
2016-09-24,193,1,3
2016-09-24,171,2,5
2016-09-24,162,1,6
2016-09-24,158,1,7
2016-09-24,153,1,8
2016-09-24,146,1,9
2016-09-24,63,1,10
2016-09-24,61,1,11
2016-09-24,26,1,12
2016-09-24,22,1,13
2016-09-24,16,2,15
2016-09-24,13,1,16
2016-09-24,10,1,17
2016-09-24,7,1,18
2016-09-24,6,2,20
2016-09-24,1,2,22
2016-09-24,0,3,25
2016-09-25,344,2,2
2016-09-25,296,1,3
2016-09-25,249,1,4
2016-09-25,220,4,8
2016-09-25,219,1,9
2016-09-25,198,3,12
2016-09-25,188,1,13
2016-09-25,146,1,14
2016-09-25,126,1,15
2016-09-25,121,1,16
2016-09-25,107,1,17
2016-09-25,60,1,18
2016-09-25,58,2,20
2016-09-25,51,1,21
2016-09-25,37,3,24
2016-09-25,17,1,25
2016-09-25,12,1,26
2016-09-25,3,1,27
2016-09-25,1,1,28
2016-09-25,0,3,31
2016-09-26,542,23,23
2016-09-26,445,3,26
2016-09-26,354,1,27
2016-09-26,333,2,29
2016-09-26,289,1,30
2016-09-26,245,15,45
2016-09-26,221,1,46
2016-09-26,152,7,53
2016-09-26,143,1,54
2016-09-26,142,1,55
2016-09-26,133,1,56
2016-09-26,117,1,57
2016-09-26,78,1,58
2016-09-26,73,1,59
2016-09-26,28,1,60
2016-09-26,22,1,61
2016-09-26,21,1,62
2016-09-26,5,1,63
2016-09-26,1,1,64
2016-09-26,0,3,67
2016-09-27,342,2,2
2016-09-27,315,1,3
2016-09-27,237,1,4
2016-09-27,232,1,5
2016-09-27,214,1,6
2016-09-27,172,2,8
2016-09-27,159,2,10
2016-09-27,128,2,12
2016-09-27,91,1,13
2016-09-27,62,1,14
2016-09-27,43,1,15
2016-09-27,35,1,16
2016-09-27,28,1,17
2016-09-27,20,1,18
2016-09-27,14,1,19
2016-09-27,8,1,20
2016-09-27,6,1,21
2016-09-27,5,3,24
2016-09-27,4,2,26
2016-09-27,3,1,27
2016-09-27,0,2,29
2016-09-28,254,1,1
2016-09-28,239,1,2
2016-09-28,225,1,3
2016-09-28,154,1,4
2016-09-28,151,2,6
2016-09-28,137,1,7
2016-09-28,114,1,8
2016-09-28,98,1,9
2016-09-28,96,4,13
2016-09-28,46,1,14
2016-09-28,30,1,15
2016-09-28,29,1,16
2016-09-28,13,3,19
2016-09-28,9,1,20
2016-09-28,7,1,21
2016-09-28,0,2,23
2016-09-29,342,12,12
2016-09-29,266,1,13
2016-09-29,265,1,14
2016-09-29,258,1,15
2016-09-29,255,1,16
2016-09-29,248,1,17
2016-09-29,210,1,18
2016-09-29,202,1,19
2016-09-29,153,1,20
2016-09-29,146,6,26
2016-09-29,136,1,27
2016-09-29,94,1,28
2016-09-29,87,1,29
2016-09-29,78,1,30
2016-09-29,64,1,31
2016-09-29,57,1,32
2016-09-29,40,1,33
2016-09-29,19,1,34
2016-09-29,15,1,35
2016-09-29,7,1,36
2016-09-29,6,1,37
2016-09-29,5,1,38
2016-09-29,3,2,40
2016-09-30,228,1,1
2016-09-30,210,2,3
2016-09-30,196,1,4
2016-09-30,184,1,5
2016-09-30,179,1,6
2016-09-30,172,1,7
2016-09-30,142,1,8
2016-09-30,128,1,9
2016-09-30,70,1,10
2016-09-30,64,1,11
2016-09-30,59,1,12
2016-09-30,43,1,13
2016-09-30,22,1,14
2016-09-30,20,1,15
2016-09-30,18,2,17
2016-09-30,14,1,18
2016-09-30,10,1,19
2016-09-30,8,4,23
2016-09-30,4,1,24
2016-09-30,3,3,27
2016-09-30,0,2,29
2016-10-01,269,1,1
2016-10-01,250,1,2
2016-10-01,202,1,3
2016-10-01,198,1,4
2016-10-01,183,1,5
2016-10-01,180,1,6
2016-10-01,175,1,7
2016-10-01,164,1,8
2016-10-01,161,1,9
2016-10-01,113,1,10
2016-10-01,100,1,11
2016-10-01,68,1,12
2016-10-01,58,1,13
2016-10-01,45,1,14
2016-10-01,29,1,15
2016-10-01,19,2,17
2016-10-01,13,1,18
2016-10-01,12,2,20
2016-10-02,208,1,1
2016-10-02,178,1,2
2016-10-02,166,4,6
2016-10-02,165,2,8
2016-10-02,163,1,9
2016-10-02,159,1,10
2016-10-02,155,1,11
2016-10-02,145,1,12
2016-10-02,138,1,13
2016-10-02,94,2,15
2016-10-02,79,1,16
2016-10-02,70,1,17
2016-10-02,63,1,18
2016-10-02,57,1,19
2016-10-02,50,2,21
2016-10-02,48,1,22
2016-10-02,46,1,23
2016-10-02,32,1,24
2016-10-02,28,1,25
2016-10-02,24,1,26
2016-10-02,12,1,27
2016-10-02,8,1,28
2016-10-02,3,1,29
2016-10-02,2,1,30
2016-10-02,0,3,33
2016-10-03,341,2,2
2016-10-03,179,1,3
2016-10-03,167,1,4
2016-10-03,135,1,5
2016-10-03,129,1,6
2016-10-03,118,1,7
2016-10-03,67,1,8
2016-10-03,61,1,9
2016-10-03,60,2,11
2016-10-03,58,1,12
2016-10-03,55,1,13
2016-10-03,46,1,14
2016-10-03,41,1,15
2016-10-03,39,1,16
2016-10-03,32,2,18
2016-10-03,25,3,21
2016-10-03,14,2,23
2016-10-03,13,1,24
2016-10-03,11,2,26
2016-10-03,7,1,27
2016-10-03,4,1,28
2016-10-03,2,2,30
2016-10-03,0,7,37
2016-10-04,297,1,1
2016-10-04,267,2,3
2016-10-04,215,2,5
2016-10-04,207,1,6
2016-10-04,163,1,7
2016-10-04,162,6,13
2016-10-04,146,1,14
2016-10-04,140,1,15
2016-10-04,118,1,16
2016-10-04,60,1,17
2016-10-04,41,1,18
2016-10-04,8,1,19
2016-10-04,5,1,20
2016-10-04,4,1,21
2016-10-04,3,1,22
2016-10-04,2,1,23
2016-10-04,1,2,25
2016-10-04,0,9,34
2016-10-05,176,1,1
2016-10-05,173,2,3
2016-10-05,133,1,4
2016-10-05,121,1,5
2016-10-05,78,1,6
2016-10-05,63,1,7
2016-10-05,60,1,8
2016-10-05,59,1,9
2016-10-05,58,1,10
2016-10-05,57,1,11
2016-10-05,22,1,12
2016-10-05,9,1,13
2016-10-05,7,16,29
2016-10-05,1,3,32
2016-10-05,0,6,38
2016-10-06,383,47,47
2016-10-06,301,2,49
2016-10-06,261,14,63
2016-10-06,243,10,73
2016-10-06,185,2,75
2016-10-06,150,1,76
2016-10-06,100,1,77
2016-10-06,30,1,78
2016-10-06,8,14,92
2016-10-06,0,1,93
2016-10-07,384,2,2
2016-10-07,359,2,4
2016-10-07,172,2,6
2016-10-07,158,1,7
2016-10-07,66,1,8
2016-10-07,51,1,9
2016-10-07,50,1,10
2016-10-07,48,1,11
2016-10-07,45,1,12
2016-10-07,37,1,13
2016-10-07,31,1,14
2016-10-07,17,1,15
2016-10-07,16,1,16
2016-10-07,14,1,17
2016-10-07,8,1,18
2016-10-08,360,3,3
2016-10-08,239,1,4
2016-10-08,235,1,5
2016-10-08,231,12,17
2016-10-08,150,1,18
2016-10-08,108,1,19
2016-10-08,32,2,21
2016-10-08,15,1,22
2016-10-08,12,2,24
2016-10-08,5,1,25
2016-10-08,3,2,27
2016-10-08,1,1,28
2016-10-08,0,1,29
2016-10-09,337,17,17
2016-10-09,243,1,18
2016-10-09,223,2,20
2016-10-09,205,1,21
2016-10-09,179,1,22
2016-10-09,131,11,33
2016-10-09,125,1,34
2016-10-09,81,1,35
2016-10-09,74,1,36
2016-10-09,66,1,37
2016-10-09,61,1,38
2016-10-09,60,1,39
2016-10-09,30,4,43
2016-10-09,16,9,52
2016-10-09,11,18,70
2016-10-09,10,1,71
2016-10-09,9,1,72
2016-10-09,4,1,73
2016-10-09,2,1,74
2016-10-09,0,2,76
2016-10-10,362,1,1
2016-10-10,338,1,2
2016-10-10,271,1,3
2016-10-10,178,1,4
2016-10-10,139,1,5
2016-10-10,56,1,6
2016-10-10,44,1,7
2016-10-10,36,1,8
2016-10-10,33,1,9
2016-10-10,27,1,10
2016-10-10,17,1,11
2016-10-10,13,1,12
2016-10-10,12,2,14
2016-10-10,8,1,15
2016-10-10,6,1,16
2016-10-10,4,6,22
2016-10-10,3,3,25
2016-10-10,1,2,27
2016-10-10,0,11,38
2016-10-11,363,6,6
2016-10-11,339,10,16
2016-10-11,318,1,17
2016-10-11,214,5,22
2016-10-11,98,1,23
2016-10-11,55,1,24
2016-10-11,29,2,26
2016-10-11,18,19,45
2016-10-11,14,3,48
2016-10-11,13,1,49
2016-10-11,11,1,50
2016-10-11,8,1,51
2016-10-11,7,1,52
2016-10-11,5,3,55
2016-10-11,4,1,56
2016-10-11,2,1,57
2016-10-11,1,4,61
2016-10-11,0,4,65
2016-10-12,364,75,75
2016-10-12,252,1,76
2016-10-12,240,1,77
2016-10-12,230,2,79
2016-10-12,13,1,80
2016-10-12,11,1,81
2016-10-12,5,1,82
2016-10-12,3,1,83
2016-10-12,2,2,85
2016-10-12,1,6,91
2016-10-12,0,2,93
2016-10-13,365,10,10
2016-10-13,216,4,14
2016-10-13,70,1,15
2016-10-13,33,2,17
2016-10-13,0,3,20
2016-10-14,342,15,15
2016-10-14,270,3,18
2016-10-14,259,2,20
2016-10-14,249,2,22
2016-10-15,61,1,1
2016-10-15,30,2,3
2016-10-15,29,1,4
2016-10-15,12,2,6
2016-10-15,5,1,7
2016-10-15,3,1,8
2016-10-15,2,1,9
2016-10-15,1,1,10
2016-10-15,0,2,12
2016-10-16,382,1,1
2016-10-16,255,1,2
2016-10-16,244,2,4
2016-10-16,219,5,9
2016-10-16,201,1,10
2016-10-16,188,1,11
2016-10-16,186,1,12
2016-10-16,178,4,16
2016-10-16,173,1,17
2016-10-16,172,1,18
2016-10-16,170,1,19
2016-10-16,163,2,21
2016-10-16,159,8,29
2016-10-16,158,1,30
2016-10-16,150,1,31
2016-10-16,132,2,33
2016-10-16,131,1,34
2016-10-16,91,1,35
2016-10-16,72,1,36
2016-10-16,68,2,38
2016-10-16,57,1,39
2016-10-16,52,1,40
2016-10-16,46,1,41
2016-10-16,41,2,43
2016-10-16,31,1,44
2016-10-16,30,1,45
2016-10-16,27,3,48
2016-10-16,25,1,49
2016-10-16,23,1,50
2016-10-16,22,2,52
2016-10-16,18,2,54
2016-10-16,13,1,55
2016-10-16,10,1,56
2016-10-16,9,1,57
2016-10-16,5,1,58
2016-10-16,4,1,59
2016-10-16,2,2,61
2016-10-17,235,2,2
2016-10-17,222,1,3
2016-10-17,220,1,4
2016-10-17,189,1,5
2016-10-17,176,1,6
2016-10-17,173,2,8
2016-10-17,170,1,9
2016-10-17,134,1,10
2016-10-17,107,1,11
2016-10-17,77,2,13
2016-10-17,71,1,14
2016-10-17,64,1,15
2016-10-17,56,1,16
2016-10-17,26,1,17
2016-10-17,25,1,18
2016-10-17,22,2,20
2016-10-17,18,1,21
2016-10-17,13,1,22
2016-10-17,12,2,24
2016-10-17,7,2,26
2016-10-17,6,1,27
2016-10-17,5,2,29
2016-10-17,3,1,30
2016-10-17,2,3,33
2016-10-17,0,4,37
2016-10-18,180,1,1
2016-10-18,161,2,3
2016-10-18,125,1,4
2016-10-18,111,1,5
2016-10-18,80,1,6
2016-10-18,77,1,7
2016-10-18,69,1,8
2016-10-18,66,2,10
2016-10-18,47,14,24
2016-10-18,28,5,29
2016-10-18,20,1,30
2016-10-18,14,2,32
2016-10-18,11,1,33
2016-10-18,8,2,35
2016-10-18,7,1,36
2016-10-18,6,3,39
2016-10-18,5,4,43
2016-10-18,4,3,46
2016-10-18,3,1,47
2016-10-18,1,6,53
2016-10-18,0,2,55
2016-10-19,385,7,7
2016-10-19,176,1,8
2016-10-19,166,1,9
2016-10-19,141,2,11
2016-10-19,138,1,12
2016-10-19,100,2,14
2016-10-19,43,2,16
2016-10-19,29,1,17
2016-10-19,15,1,18
2016-10-19,14,1,19
2016-10-19,12,1,20
2016-10-19,10,2,22
2016-10-19,8,1,23
2016-10-19,7,2,25
2016-10-19,6,2,27
2016-10-19,5,3,30
2016-10-19,2,5,35
2016-10-19,1,2,37
2016-10-19,0,4,41
2016-10-20,386,55,55
2016-10-20,185,1,56
2016-10-20,166,2,58
2016-10-20,156,2,60
2016-10-20,122,1,61
2016-10-20,105,1,62
2016-10-20,101,1,63
2016-10-20,98,1,64
2016-10-20,72,1,65
2016-10-20,36,9,74
2016-10-20,23,1,75
2016-10-20,14,1,76
2016-10-20,6,3,79
2016-10-20,3,3,82
2016-10-20,1,2,84
2016-10-20,0,2,86
2016-10-21,240,3,3
2016-10-21,223,1,4
2016-10-21,189,2,6
2016-10-21,187,3,9
2016-10-21,169,1,10
2016-10-21,139,1,11
2016-10-21,123,7,18
2016-10-21,111,1,19
2016-10-21,66,1,20
2016-10-21,37,1,21
2016-10-21,25,1,22
2016-10-21,18,1,23
2016-10-21,13,1,24
2016-10-21,9,1,25
2016-10-21,8,1,26
2016-10-21,6,1,27
2016-10-21,0,5,32
2016-10-22,281,1,1
2016-10-22,255,3,4
2016-10-22,218,1,5
2016-10-22,208,1,6
2016-10-22,194,1,7
2016-10-22,165,1,8
2016-10-22,159,1,9
2016-10-22,156,1,10
2016-10-22,131,1,11
2016-10-22,124,10,21
2016-10-22,115,1,22
2016-10-22,93,1,23
2016-10-22,91,1,24
2016-10-22,80,1,25
2016-10-22,11,3,28
2016-10-22,3,1,29
2016-10-22,2,1,30
2016-10-22,0,4,34
2016-10-23,389,2,2
2016-10-23,323,2,4
2016-10-23,290,1,5
2016-10-23,234,2,7
2016-10-23,226,1,8
2016-10-23,216,1,9
2016-10-23,145,1,10
2016-10-23,129,1,11
2016-10-23,118,2,13
2016-10-23,116,2,15
2016-10-23,115,3,18
2016-10-23,103,1,19
2016-10-23,97,1,20
2016-10-23,92,1,21
2016-10-23,87,1,22
2016-10-23,82,1,23
2016-10-23,76,1,24
2016-10-23,72,1,25
2016-10-23,65,1,26
2016-10-23,63,1,27
2016-10-23,62,1,28
2016-10-23,61,1,29
2016-10-23,58,1,30
2016-10-23,52,1,31
2016-10-23,44,1,32
2016-10-23,42,1,33
2016-10-23,39,5,38
2016-10-23,38,2,40
2016-10-23,12,1,41
2016-10-23,9,1,42
2016-10-23,2,1,43
2016-10-23,1,2,45
2016-10-23,0,4,49
2016-10-24,390,1,1
2016-10-24,221,1,2
2016-10-24,190,2,4
2016-10-24,154,1,5
2016-10-24,136,1,6
2016-10-24,133,1,7
2016-10-24,85,1,8
2016-10-24,66,1,9
2016-10-24,61,1,10
2016-10-24,39,1,11
2016-10-24,38,1,12
2016-10-24,35,1,13
2016-10-24,33,2,15
2016-10-24,32,1,16
2016-10-24,24,1,17
2016-10-24,23,2,19
2016-10-24,22,1,20
2016-10-24,20,1,21
2016-10-24,19,1,22
2016-10-24,18,2,24
2016-10-24,17,1,25
2016-10-24,14,4,29
2016-10-24,13,1,30
2016-10-24,11,1,31
2016-10-24,7,2,33
2016-10-24,5,1,34
2016-10-24,4,4,38
2016-10-24,3,3,41
2016-10-24,1,1,42
2016-10-24,0,4,46
2016-10-25,129,1,1
2016-10-25,121,3,4
2016-10-25,95,1,5
2016-10-25,92,1,6
2016-10-25,85,2,8
2016-10-25,82,1,9
2016-10-25,81,1,10
2016-10-25,64,1,11
2016-10-25,63,1,12
2016-10-25,62,1,13
2016-10-25,57,1,14
2016-10-25,56,1,15
2016-10-25,52,1,16
2016-10-25,47,1,17
2016-10-25,37,4,21
2016-10-25,29,1,22
2016-10-25,23,1,23
2016-10-25,22,1,24
2016-10-25,11,1,25
2016-10-25,8,1,26
2016-10-25,7,4,30
2016-10-25,4,2,32
2016-10-25,1,3,35
2016-10-25,0,3,38
2016-10-26,160,1,1
2016-10-26,149,1,2
2016-10-26,138,3,5
2016-10-26,137,1,6
2016-10-26,62,1,7
2016-10-26,54,3,10
2016-10-26,49,1,11
2016-10-26,46,1,12
2016-10-26,45,1,13
2016-10-26,37,1,14
2016-10-26,35,1,15
2016-10-26,32,1,16
2016-10-26,29,1,17
2016-10-26,28,1,18
2016-10-26,22,1,19
2016-10-26,20,2,21
2016-10-26,19,2,23
2016-10-26,10,3,26
2016-10-26,8,4,30
2016-10-26,7,1,31
2016-10-26,6,2,33
2016-10-26,5,3,36
2016-10-26,4,1,37
2016-10-26,2,2,39
2016-10-26,1,1,40
2016-10-26,0,6,46
2016-10-27,195,1,1
2016-10-27,111,1,2
2016-10-27,104,1,3
2016-10-27,93,1,4
2016-10-27,92,2,6
2016-10-27,69,2,8
2016-10-27,39,1,9
2016-10-27,36,1,10
2016-10-27,35,1,11
2016-10-27,34,2,13
2016-10-27,33,2,15
2016-10-27,32,1,16
2016-10-27,29,1,17
2016-10-27,28,1,18
2016-10-27,21,1,19
2016-10-27,19,1,20
2016-10-27,17,1,21
2016-10-27,16,1,22
2016-10-27,13,2,24
2016-10-27,9,1,25
2016-10-27,8,2,27
2016-10-27,5,2,29
2016-10-27,3,2,31
2016-10-27,2,1,32
2016-10-27,1,2,34
2016-10-27,0,4,38
2016-10-28,288,1,1
2016-10-28,193,1,2
2016-10-28,160,1,3
2016-10-28,159,1,4
2016-10-28,146,1,5
2016-10-28,129,1,6
2016-10-28,123,1,7
2016-10-28,94,1,8
2016-10-28,77,2,10
2016-10-28,66,1,11
2016-10-28,55,1,12
2016-10-28,47,1,13
2016-10-28,43,2,15
2016-10-28,39,1,16
2016-10-28,38,1,17
2016-10-28,35,1,18
2016-10-28,34,1,19
2016-10-28,32,1,20
2016-10-28,31,2,22
2016-10-28,30,1,23
2016-10-28,27,1,24
2016-10-28,20,1,25
2016-10-28,17,4,29
2016-10-28,16,1,30
2016-10-28,14,4,34
2016-10-28,13,1,35
2016-10-28,11,1,36
2016-10-28,10,1,37
2016-10-28,8,1,38
2016-10-28,7,1,39
2016-10-28,4,3,42
2016-10-28,3,1,43
2016-10-28,0,5,48
2016-10-29,226,2,2
2016-10-29,200,1,3
2016-10-29,196,1,4
2016-10-29,181,2,6
2016-10-29,164,1,7
2016-10-29,160,1,8
2016-10-29,158,1,9
2016-10-29,147,1,10
2016-10-29,146,1,11
2016-10-29,142,2,13
2016-10-29,111,1,14
2016-10-29,110,1,15
2016-10-29,96,1,16
2016-10-29,90,2,18
2016-10-29,89,3,21
2016-10-29,88,1,22
2016-10-29,75,1,23
2016-10-29,69,3,26
2016-10-29,50,2,28
2016-10-29,48,3,31
2016-10-29,46,1,32
2016-10-29,45,1,33
2016-10-29,43,3,36
2016-10-29,42,2,38
2016-10-29,39,2,40
2016-10-29,38,1,41
2016-10-29,36,1,42
2016-10-29,33,2,44
2016-10-29,21,3,47
2016-10-29,20,1,48
2016-10-29,18,3,51
2016-10-29,16,1,52
2016-10-29,12,2,54
2016-10-29,11,2,56
2016-10-29,10,7,63
2016-10-29,9,1,64
2016-10-29,5,2,66
2016-10-29,2,3,69
2016-10-29,1,1,70
2016-10-29,0,6,76
2016-10-30,157,1,1
2016-10-30,148,1,2
2016-10-30,142,1,3
2016-10-30,117,1,4
2016-10-30,89,4,8
2016-10-30,86,1,9
2016-10-30,84,1,10
2016-10-30,81,1,11
2016-10-30,54,1,12
2016-10-30,53,1,13
2016-10-30,51,1,14
2016-10-30,47,1,15
2016-10-30,46,1,16
2016-10-30,40,2,18
2016-10-30,39,2,20
2016-10-30,38,1,21
2016-10-30,37,1,22
2016-10-30,31,3,25
2016-10-30,30,1,26
2016-10-30,17,8,34
2016-10-30,14,1,35
2016-10-30,13,1,36
2016-10-30,12,1,37
2016-10-30,8,1,38
2016-10-30,7,1,39
2016-10-30,3,2,41
2016-10-30,2,2,43
2016-10-30,1,4,47
2016-10-30,0,4,51
2016-10-31,190,2,2
2016-10-31,108,1,3
2016-10-31,95,1,4
2016-10-31,84,3,7
2016-10-31,83,1,8
2016-10-31,80,2,10
2016-10-31,73,1,11
2016-10-31,72,1,12
2016-10-31,70,2,14
2016-10-31,69,1,15
2016-10-31,61,1,16
2016-10-31,43,3,19
2016-10-31,40,1,20
2016-10-31,39,1,21
2016-10-31,38,1,22
2016-10-31,37,1,23
2016-10-31,36,1,24
2016-10-31,35,4,28
2016-10-31,34,1,29
2016-10-31,33,1,30
2016-10-31,30,1,31
2016-10-31,28,2,33
2016-10-31,7,2,35
2016-10-31,6,3,38
2016-10-31,3,1,39
2016-10-31,2,2,41
2016-10-31,1,2,43
2016-10-31,0,8,51
2016-11-01,228,1,1
2016-11-01,162,1,2
2016-11-01,141,1,3
2016-11-01,105,1,4
2016-11-01,47,1,5
2016-11-01,43,3,8
2016-11-01,42,1,9
2016-11-01,40,1,10
2016-11-01,39,2,12
2016-11-01,36,2,14
2016-11-01,34,1,15
2016-11-01,32,1,16
2016-11-01,30,1,17
2016-11-01,22,2,19
2016-11-01,18,2,21
2016-11-01,11,1,22
2016-11-01,6,2,24
2016-11-01,4,1,25
2016-11-01,3,1,26
2016-11-01,2,1,27
2016-11-01,1,1,28
2016-11-01,0,3,31
2016-11-02,85,2,2
2016-11-02,78,1,3
2016-11-02,70,1,4
2016-11-02,69,1,5
2016-11-02,57,2,7
2016-11-02,51,1,8
2016-11-02,50,1,9
2016-11-02,46,2,11
2016-11-02,43,1,12
2016-11-02,41,2,14
2016-11-02,40,1,15
2016-11-02,37,1,16
2016-11-02,32,1,17
2016-11-02,28,2,19
